comment,rating_star,itemid
"Best Feature:10/10
Value For Money:10/10
Product Quality:10/10

Ang ganda ng powerbank+ may flashlight pa",5,11631812108
"Best Feature:functioning and in good condition
Product Quality:good
Value For Money:worth for the price

Maganda  ang product,gumagana naman sya. Complete and right color ang dumating. Sana tumagal.",5,11631812108
"Best Feature:2000mAh capacity
Product Quality:good
Value For Money:yes

at first, duda pa ako bkit sobrang mura then dumating na.. legit na powerbank nga.
mabilis din dumating, naka-open yung light nya pagbukas ko ng box pero halos full charge pa din. Hindi lang nagana yung kasamang cable kaya i used my own, okay naman functions nya.
very satisfied buyer here. thanks, seller!",5,11631812108
"My first time to purchase sa shop na to.
Ganda ng quality at affordable price.
Super bilis maiship at mareceive.
Will definitely order again.
Dami freebies.",5,24750959098
The case is so cute. It fits very well. I received a lot of it. Thank you seller! 👍,5,24750959098
"Performance:not yet tried
Best Feature:good
Product Quality:good.

Hope this will last.. thank you seller sa freebies...",4,24750959098
"Performance:good
Product Quality:nice
Best Feature:sound

maganda quality nya what you see is what you get worth it yung price thank you sa mga freebies!",5,24750959098
"Best Feature:satisfy
Performance:good
Product Quality:good

Highly recommended for their comfort, noise isolation, and quality. Check compatibility and consider size/thickness preferences.",5,24750959098
"So cool! Sa price na 207 pesos I already got freebies worth more than 500 pesos 🥹 Sobrang satisfied, yung tunog hindi lata. May free cases for each earpods! The price is more than what im expecting this perform. So great!",5,24750959098
"sobrang cute ng product na 'to ^^ natagalan lang pag ship-out kaya pana'y kulit ako sa seller ~ ang dami din freebies na case kakaloka yung 5pcs haha anyways oorder ako ulit sana ganun pa rin ka-okay and gumagana , concern ko lang yung mismong parcel wala man lang pagka-bubble wrap nakakatakot na may possibilities mabasag or madurog yung earbuds",5,24750959098
"Performance:good
Best Feature:color is good
Product Quality:good",5,24750959098
"Performance:Good
Best Feature:Good
Product Quality:Good",4,24750959098
"Performance:nice
Product Quality:goods naman magands tunog",5,24750959098
"Performance:👎
Product Quality:👎
Best Feature:👎

Tuwa ko sana kasi madami freebies...kaso Lagi disconnecting sa device ung headset....hindi ka pa nakakaminuto ng gamit namamatay na...kahit icharge ng matagal...nag chachat naman aq kay seller kaso unresponsive...sayang din ung 169 ko...nd nman nagamit...I'll try to consider sana if nagrerespond lang si seller kasi baka hindi lang talaga compatible sa device kaso hindi nagrereply man lang.....nag aactive naman pero nd n nagrereply...now lang aq naka experience ng ganito...sorry....hope hindi maulit sa iba customer pakiayos naman sa sunod...",1,24750959098
Thankful naman Po aq sa freebies kaya lng San q nmn Po gagamitin Yan? Isa lng order q.. ok naman ung item working & matagal maloWbat..,4,24750959098
"GANDA PO NG  QUALITY NG PRODUCT

I ABSOLUTELY RECOMMEND THIS SHOP ⭐⭐⭐⭐⭐",5,24750959098
"Product Quality:nice
Best Feature:good
Performance:good",5,24750959098
The product arrived earlier than I expected and the only downside is the case the cap of the case doesn't fit perfectly but overall it's really good,5,24750959098
"Performance:It's All Good 😊💯
Product Quality:Good Quality

Nagustuhan ko order ako ulit 😍😍",5,24750959098
The product works well and is very affordable. It’s nice. Thank you to the seller👌,5,24750959098
Ang pangit Ng item sira Yung Isa Yung Isa Naman I Ang kulay Ang pinadala,1,24750959098
Ang pangit ang free case puro puti Hindi parihas nasa pic ang mga free,1,24750959098
Great item for its cheap price. I loved it.,5,24750959098
The product is very nice. I haven't tried the quality though cause I got it as a gift. I hope it lasts and has good sound quality as well. The product was delivered in good shape tho with 2 silicone cases so its quite a good deal. Thank you seller and the delivery guy.,3,24750959098
"Best Feature:good
Performance:good
Product Quality:good

Ok na ok sya maganda yung sound,good quality,salamat po sa pa freebie,thank you very much po shopee",5,24750959098
"Best Feature:nice
Product Quality:good
Performance:good

Ireceuved my parcel already. Two thumbs up for the very fast response of the seller and delivery. Thsnk you seller, shopee and courier. God bless you all.",5,24750959098
"Product Quality:Good
Performance:Good
Best Feature:Good",4,24750959098
"Performance:cute
Best Feature:suitable
Product Quality:perfect

Perfect !!!
Thank you so much",5,24750959098
"Product Quality:Good
Performance:Nice
Best Feature:Sounds

Ok din sulit na din sa price. mura pwede na. Mabilis din ang shipment tama ang item meron din un freebies. Sana magtagal. Thank you shopee and seller.",5,24750959098
"Performance:madaling malobat di matagal ung battery nya kht full charge nman sya wla p 1hr lobat n

I cannot recommend this headset madaling malobat pag na full ulet at ginamit mo sandali lang lobat na naman. Tska mahina ung sound nya.",2,24750959098
Salamat shopee and seller may pa free  accessories pa at thanks kay kuya rider na nagdeliver.,5,24750959098
"Performance:quality
Best Feature:flexible jelly case
Product Quality:quality!

Super lakas ng volume nya. Maganda din yung sounds at sobrang cuteeee. White color para malinis tignan. May kasamang dalawang jelly case black and white. Super tahnkyouuuuuuuuu!!! Seller!!! Super recommended at sure n sure na bbili pa ulittt.",5,24750959098
"Best Feature:true to the description
Product Quality:amasing
Performance:AAAAMAZING

Nakakapagod na mag Type Basta GOOOOOOOOD PRODUCT sullet gastos moh",5,24750959098
"Best Feature:pangit
Performance:poor
Product Quality:poor

Akala ko maganda sya kasi magaganda ang reviews kaya ako bumili, once ko lang ginamit tapos ayaw nya na magconnect sa bluetooth and bigla syang nag-ooff kahit kakacharge ko lang. Honest review kaya wag na kayo bumili",1,24750959098
"Best Feature:Sound
Product Quality:Good
Performance:Very Good, Loud

The parcel arrived today safe and sound. The sound is loud and the quality is also good. Welcome to Gboard clipboard, any text you copy will be saved here.",5,24750959098
Got the item earlier than expected. Nice quality rin and super nice with 2 freebies for the cases. So excited to give it as a good Gift.  Will order more from this shop,5,24750959098
"Product Quality:thnn kng ttgl
Performance:good nmn sya
Best Feature:ok na ok

Ty seller and dr",5,24750959098
nagustuhan naman ng anak ko kaso yung sakin mashaket pala sa tenga habang tumatagal,5,24750959098
"Performance:good
Best Feature:good
Product Quality:good

Thanks",5,24750959098
"Best Feature:it's elasticity
Product Quality:10/10
Performance:10/10

Why pink😔",4,24750959098
"Performance:good
Product Quality:good
Best Feature:unexpectedly good

Fast shipping, no damage, secured packaging and unexpectedly has a good performance for it's price. Maganda din ang casing nya at sakto sa pinagbigyan ko. Thank you sa seller and sa rider. Bless your shop 😊",5,24750959098
"Performance:best sound
Product Quality:good
Best Feature:sound soround

Maganda un product quality JBL daw totoo maganda sound Hindi madakit sa tenga",5,24750959098
"Product Quality:Good
Best Feature:N/A
Performance:N/A

Nice",5,24750959098
"Performance:10/10
Product Quality:10/10
Best Feature:10/10",4,24750959098
"Performance:super nice
Best Feature:super nice
Product Quality:nice one

Super ganda nya social sya tingnan ang lakas nag tunog love it! Thank you seller shopee and sa rider 👍👍👍",5,24750959098
"Product Quality:poor
Performance:poor
Best Feature:poor

buyer doesnt want to replace nor refund the item even if its not working. the item doesnt have any box and user manual. it does not connect properly to the android phone.",1,24750959098
"Performance:good performance
Product Quality:good product quality
Best Feature:good feature

Do not expect too much since di naman ganun ka pricey pero it works really",4,24750959098
"Performance:10/10
Best Feature:10/10
Product Quality:10/10",5,24750959098
"Best Feature:yes
Product Quality:good
Performance:good sounds",5,24750959098
"Product Quality:10/10
Best Feature:10/10
Performance:10/10

Items are all good. These are working properly and no damages. It was also shipped immediately by the seller.",5,24750959098
"Performance:Nice
Product Quality:Very Good
Best Feature:maganda and hindi siya basag

I wilk buy again",5,24750959098
"the item arrived quick and no damage, color is correct, bubble wrapped, thank you seller & rider!👍💯",5,24750959098
"Best Feature:looks durable
Product Quality:made of silicon cord
Value For Money:affordable

my 2nd order from the same shop
the cord is well wrapped and working
it was shipped immediately plus i got it on sale with free shipping pa
gonna order again soon",5,23144063179
"Best Feature:fast charger
Product Quality:very good
Value For Money:worth it,

Nice one seller, natanggap ko tong mga item  in good condition,good quality at mukhang matibay talaga , pero d ko pa na try ,I will  edit my rate once na try na.Anbait pa po ni seller nag uupdate po sya!  Thumbs up! Thank you sa shop na 'to at salamat din shopee....",5,23144063179
"Value For Money:sulit kahit mura
Product Quality:best
Best Feature:end to end durable charging points

Second purchased ko na sa shop na ito at pareho ng una hindi ako na disappointed sa mga products na pinadala sa akin ni seller garantisado ang pagkagawa ng cords para di kaagad masira mabilis ang shipment at delivery",5,23144063179
"Best Feature:recommended
Product Quality:fast charging
Value For Money:Worth to buy

Super amazed ako dahil makapal, matibay, mahaba at fast charging quality charger talaga sya 2nd time kona ito kasi nung una mali yung nabili ko kaya umorder ulit ako nanggigil nko nung una dahil need kona pero nakakatuwa kasi mabilis si seller magship ☺️👌 satisfied overall good reccommed sya 👌😉

THANK YOU SELLER 👌
THANK YOU SHOPEE AND RIDER 🤗",5,23144063179
"Value For Money:grabe napaka sulit
Best Feature:18 PCs in order ko
Product Quality:fast charging talaga siya

3rd time order KO na grabe bongga ... May pa free bies pa na isang cord ...
I recommend this shop ...",5,23144063179
"Value For Money:It’s pretty good.
Product Quality:it’s flexible and ok
Best Feature:fast charge

The colors are nice. I bought a type c, micro and iPhone wire. All three are working",5,23144063179
"Best Feature:Matibay and fast charging
Product Quality:Good
Value For Money:Good

Maganda po yung item and mukha syang tatagal at matibay, and also maganda yung wire nya kasi makapal and fast charging sya kahit 28 pesos ko lang nabili sobrang sulit. will order again next time and sana mag sale ulit hehe❤️",5,23144063179
"Value For Money:fair
Product Quality:good
Best Feature:good

Ok naman yung cable maganda at mukha naman matibay. May indicator din pag naka nakasasak yung charger. Sana tumagal.",3,23144063179
"Value For Money:Worth it
Product Quality:Makapal
Best Feature:Good

This is my third time ordering Fast Charging Type C Cord. Di talaga magsisisi. Nakapaganda and  na legit na fast charging nga talaga ito. Napa order din ng madami para ibigay sa mga kapatid ko at kamag-anak yung iba. Different colors pa, maraming pagpipilian. Will order again. Napaganda. Good Quality and mukhang tatagal. Legit Fast Charge. Thank you seller dahil nagsesend muna siya ng item na inorder mo bago ipaship. Godbless! 💗",5,23144063179
"Best Feature:Best of the Best
Value For Money:Its so Cheap but the quality is Super Good
Product Quality:Super Good Quality

I order 7-8-23 and i received 7-12-23, 4 days.",5,23144063179
"Product Quality:awesome
Best Feature:colorful
Value For Money:so affordable

fast delivery. so nice to look at. very affordable. fast charging has very much improved.",5,23144063179
"Value For Money:Sulit sa presyo
Product Quality:10
Best Feature:10

Ang bilis dumating nakakatuwa at sealed talaga yung parcel at maganda mabilis Ang charging nya kaya order na din kayo",5,23144063179
"Value For Money:worth it bayad ko ❤️
Product Quality:fast Charging talaga sia...
Best Feature:dabest...

thank you sellller... nagustuhan talaga namin. order ulit kami. Fast Charging pati sia. Bilis pa dumating ❤️❤️❤️",5,23144063179
"Value For Money:Worth it
Best Feature:ang ganda
Product Quality:Mukang Matibay

Second time ordering sa shop na to. Super nice nung cord and fast charging talaga siya. Naka-line up na ulit yung next order ko. Thank you seller 🥰",5,23144063179
"Best Feature:very good
Value For Money:good for the price
Product Quality:good quality

Mabilis lang ang shipping maayos ng dumating mahaba ang cable na testing ko na siya data cable siya thank you seller",5,23144063179
"Best Feature:Quick charging and fast data transfer capabilities.
Product Quality:As advertised.
Value For Money:Very high.

...
Indeed quite soft and flexible, as represented. The terminal USB plugs seem to be made from a light but heavy-duty metal alloy, although there are no strain reliefs at either end like an additional silicone rubber layer or a metal spring that extends out over the cable. This could be a future problem since all cable wear and degradation—even those of ""liquid silicone"" ones, I daresay—start at the point where they go into the hard metal or plastic terminals of the plugs, and where stress is concentrated. Heat-shrink wrap would be an ideal solution.

Charging time is the same with my Android phone but most importantly, bidirectional transmission of data seem to be around 5-10 Mbps faster than with the original cable provided with my phone, when it's used to connect to my laptop. Expectations met and exceeded. Very Highly Recommended! 👍🏻",5,23144063179
"Product Quality:Good
Best Feature:For Charging
Value For Money:Very Cheap and Affordable

Received the items in Good Quality Condition without any damages and Working Perfectly. Thanks Seller and Rider.",5,23144063179
"Value For Money:okay sya makakabili kana sa mura ng charger nato
Product Quality:goods naman depende parin sa pag gamit sempre
Best Feature:good good items to pangalawa order kuna din dito",5,23144063179
"Product Quality:good
Value For Money:good
Best Feature:legit fast charger

Thank you shopee and seller  bilis dumating legit po talaga xa na fast charger.thank you din Sa mabait nyong rider God bless po",5,23144063179
"Value For Money:affordable
Best Feature:rubber
Product Quality:good

Late rating...Matibay at affordable naman sya hanggang ngayon gumagana naman at mabilis din magcharge,sana tatagal pa..",5,23144063179
"Product Quality:hundred percent quality item
Best Feature:fast charging and the item is very original
Value For Money:affordable and cheap price

Solid ang pagka gawa wala nmn damage salamat seller sanuulitn ang tibay nya kasya sa budget kayang kaya.",5,23144063179
"Value For Money:goods 👍🤗
Product Quality:👍🤗
Best Feature:👍🤗

Ang Ganda po nya hindi madaling masira salamat po Ng madami sa seller ❤️❤️
Ang Ganda po nya hindi madaling masira salamat po Ng madami sa seller ❤️",5,23144063179
"Product Quality:sulit ang bili dahil magnda at mbilis mgcharges
Best Feature:best na best tlga
Value For Money:sulit yung pera ko ksi kahit mura lang na bili ko ang ganda nmn ng quality kasi fast charger tlga sya

Naka 4times na bili nako ng charger nto di ngbabago fast charger tlga sya kya bumili na kayo",5,23144063179
"Best Feature:best of the best
Value For Money:cheap but the product is so nice
Product Quality:super good quality

super nice quality and the product is good.Fast charging nice nicest",5,23144063179
"Best Feature:best na best tlga
Value For Money:sulit tlga dika magsisi khit mura ko lng nabili
Product Quality:fast charger tlga

Naka 4times nako na bili dto di ako binigo at maganda ang pagkakapack at mabilis madeliver sa uulit ulit",5,23144063179
"Best Feature:Fast charging, durability
Product Quality:Good
Value For Money:Good

Fast charging and durable. Good quality for its low price. Will buy again for my other phone. Recommended seller. Good rider.",5,23144063179
"Best Feature:10 is to 10
Product Quality:10 is to 10
Value For Money:10 is to 10

Fast shipment ,fair delivery time .as usual good item ,,legit seller  , item recieved complete and in good condition, no 
defect ,  as in excellent quality , well packed ,work as intended  . Hope it perform well and will last longer and definitely will order again. Thank you and kudos to the seller",5,23144063179
"Best Feature:fast charging, may light indicator
Product Quality:good
Value For Money:worth it

Lahat na ng charger namin ganito",5,23144063179
"Value For Money:sulit
Best Feature:ang bilis
Product Quality:100 over 100

Ai grabe po third tym N ako nag order ng charger dito sa shop na ito ai hindi po talaga ako binibigo sobrang fast charging po ung charger legit po fast charger mga tinda nila ganda po ng quality NIA makapal ung cord pati Kya hindi agad masisira oorder po ulit ako nito at irerecommend ko po ito sa nga friends at family ko sa naghahanap ng quality na charger thankyou po ulit sa uulitin po godbless po",5,23144063179
"Best Feature:Fast Charging
Product Quality:10/10 can last long

I ordered two different types of chargers and fortunately it came right including its color. This is my second time ordering in this shop and I was never disappointed. I haven't tried these new ones yet but I can guarantee from the first order that it is really fast charging.",5,23144063179
"Product Quality:10/10
Best Feature:lahat
Value For Money:sakto lang

Maganda yung parcel, ayos din yung pag-balot ng gamit walang sira tyaka mabilis siya mag-charge",5,23144063179
"Product Quality:nice
Value For Money:good
Best Feature:ayos

Ganda nya sana mag tagal thank  you' seller and Rider mura na maganda pa  salamat po 🥰 yeheyyy ‼️ happy nice 👍 ako net worth",5,23144063179
"Product Quality:Good
Value For Money:Worth the price
Best Feature:fast Charging

Thank you seller,3 binili ko para extra and Yung Isa para sa anak ko...",5,23144063179
"Best Feature:very nice
Value For Money:sulit ang pera binayad very nice
Product Quality:Goods na Goods

Thankyou seller Sulit talaga sya , no damages ang aking items working din sya na Fast Charger ang galing ang ganda pa ng cord thankyou din sa nag deliver . Ganda ng cord na to takaga order na po kau 😊 sna mag Tagal sya",5,23144063179
"Value For Money:9/10 very good 👍
Product Quality:9/10 very good 👍😊
Best Feature:8/10 good 😊

Good item no damage all liquid silicone cable wire is working, I hope this product lasts I like the color especially the blue one thank you seller and also to the kind rider, i give five star ⭐⭐⭐⭐⭐",5,23144063179
Thank you po..ang ganda at ang bilis ng delivery..kumpleto nman ung dumating..isa pa lng natry q ..gumagana nman lalo n sa keypad q n phone n maarte sa charger😅 thank you seller at sa delivery rider.. salamat shoppee,5,23144063179
"Best Feature:color coding
Value For Money:great
Product Quality:very good

So far the cords are doing great. And because of the color you can always tell which one is the end of the wire. The led is a nice addition too to remind you which part of the micro usb is up or down.",5,23144063179
"Product Quality:ayos
Best Feature:fast charging
Value For Money:mura lang

Maganda yung cord, ang bilis mag charge kaya nagpabili yung inaanak ko ehh tas mahaba pa, malayo mararating haha. Thank you seller.",5,23144063179
"Value For Money:super very good
Best Feature:very good
Product Quality:very good

Salamat seller this is the 2nd time worth it ang bilis salamat talaga

Ang bait yalaga ng delivery rider.... kudos",5,23144063179
"Best Feature:10
Value For Money:10
Product Quality:10

Nagana sya sa murang halaga fast charger pa, saan kapa.. maraming salamat po seller at salamat shopee salamat rider 😊",5,23144063179
Very affordable. Fast charging legit from 71 to 100 in just a couple of minutes. A piece of advice lang sa seller.. paki balot dn po ng bubble wrap para hndi masira  on the way yung product. Yun lang thank you ♥️,5,23144063179
"Value For Money:chep
Product Quality:good
Best Feature:soft

Happy with my purchase. Its cheap but excellent quality very accomodating seller and well packed.. item shipped immediately.. I will order again soon.. thank you seller!!! Thank you shopee!",5,23144063179
"Value For Money:yes
Product Quality:good
Best Feature:w light indicator

Fast delivery. No damaged. Good quality and i like the appearance of it. Looked expensive. And the wire is soft to touch. Good design. Will order again. Thanks seller and the rider who handle the parcel w care.",5,23144063179
"Product Quality:very very good
Value For Money:very cheap price
Best Feature:satisfied

Think you so much mapa bili talaga aq ulit dto DHL ok c seller kausap check Muna bago ship KY thankful Ako till next time Po ⭐⭐⭐⭐",5,23144063179
"Product Quality:👍
Value For Money:mura lang maganda pa

Hi seller thanks po at dumating agad parcel ko..may charger na ako nag hihingalo na charger ko e pero Sana matibay para tumagal pero okay Lang Kasi mura Naman sya and I think matibay sya.
And thanks ka kuya rider...",3,23144063179
"Product Quality:maganda at mahaba and mukhang matibay
Value For Money:worth it
Best Feature:parang wire ng mike.😅

maganda at mahaba..mukha naman sya matibay..order ako ulit pag may budget na ulit..😁",5,23144063179
"Best Feature:Good
Value For Money:Good
Product Quality:Good

Sobrang nagustuhan ko siya pangalawang order ko na to sobrang ganda gamitin fast charger po talaga siya thanks seller at kay kuyang rider❤",5,23144063179
"Product Quality:goods na goods
Best Feature:aesthetic design
Value For Money:💯

Ang cute o maganda appearance at mukhang matibay (sana 🙏)

Complete orders received
Items received in very good condition
Correct variations
Will order again
Recommended shop 💯👌

Salamat po 😊
Salamat shopee ❤️",5,23144063179
"Best Feature:Long and  Really Flexible (Which I like)
Product Quality:Good
Value For Money:Excellent

Love it so much. Might order again. Hope this will last long. Hope it will not cause anything (like heating up of adapter). Don't know yet if its fast charging. Very affordable. Lights up (green) when charging. Thank you to seller and to the rider. Thank you, Shopee. 

Might edit this out, after a few days or so.",5,23144063179
"Value For Money:very Useful
Best Feature:Fast charging
Product Quality:Durable

Highly recommended shops . Congratulations..for serving us quality products.Well packed.Nag sesend ng pictures si seller Bago ipadala.",5,23144063179
"Product Quality:good
Performance:good
Best Feature:lights

I just received the parcel today and opened it. It's really nice. Definitely worth to buy. It lights when used. Thank you seller.",5,16357290024
"Performance:smooth and fast
Product Quality:Very good quality
Best Feature:Extremely beautiful

Wow! I didn’t expect it to be this good. I love the color and the performance is super smooth, my heart melts. Thank you seller for this amazing item you have. Although light lang siya pero nagustuhan ko ng sobra!🫰🏻",5,16357290024
"Performance:good
Best Feature:lightweight
Product Quality:good quality

Sulit na to lods kasi very affordable tas ayos din naman gamitin. Medyo ramdam mo nga lang ung pagkacheap ng materials pero it perform it's job naman. Napakasulit! Grab mo na lods",5,16357290024
"Product Quality:10/10
Performance:10/10
Best Feature:10/10

Super ganda niya promise. Ang bilis din dumating. Hehehe. Pumapalit din yung ilaw niya kapag ginagamit tska working tlga siya. Gustong gusto ng kapatid ko. Nxt time bili ulit kami. Thank you",5,16357290024
"Product Quality:good
Best Feature:nice
Performance:okay

Nice, ang ganda nya, lightweight lang sya, ang cute ng kulay pink.. salamat po sa seller at sa rider.. maayos pag ka deliver sakin..",5,16357290024
"Product Quality:10/10
Best Feature:10
Performance:8

Great buy in affordable price. ☺ sana di agad masira. 😅 I like most is naglalight sya and very girly color and I love pink! 😊 thanks seller and sa rider na mabait",5,16357290024
"Best Feature:Very good
Performance:Good
Product Quality:Good

H di ko pa sya na try, excited ako if mag ilaw ba talaga while gamitin.",4,16357290024
"Performance:10/10
Best Feature:10/10
Product Quality:10/10

WORTH IT ANG PAG HIHINTAY , WALANG DAMAGE , 4 DAYSB4 DUMATING BUT ITS FINE! KSI GUMAGANA , SMOOTH TLGA PAG WIRED MOUSE COMPARED SA WIRELESS , RESPONSIVE DIN ANG SELLER , THANK YOU ☺️HAPPY AKO SA PRODUCT NA DUMATING",5,16357290024
"Performance:good
Best Feature:good
Product Quality:good

It is so nice. Thank you seller I received my order already and i like it. Till next time. God bless you and be responsible always🥰",5,16357290024
"Product Quality:All Working Units
Performance:Mabilis naman cursor
Best Feature:LED lights on mouse

tested ko na at okay naman lahat ayus mga item, ngaun ko palang masubukan itong brand na itp sana magtagal thanks seller",5,16357290024
"Performance:excellent
Product Quality:high quality
Best Feature:the color effects works

So happy dito ko nabili yung wired mouse ko and 100% gumana at nakakatuwa tignan yung lights sa mouse... Satisfied customer ❤️✨",5,16357290024
"Product Quality:10/10
Performance:10/10
Best Feature:10/10

Sobrang gaan at hindi matigas ung mouse. Thanks seller. Sobrang affordable neto.",5,16357290024
"Performance:NICEEEEE
Best Feature:the led lights omg color changing sya galing
Product Quality:10/10

i was so amazed sa colors HAHA ganda niya, i like the colors talaga thank u seller and have a nice daaaaay",5,16357290024
"Product Quality:very good product
Best Feature:has catching lights
Performance:all goods, universal loptop

price friendly and very affordable, highly recommend for you to buy, absolutely good and has grate appearance",5,16357290024
"Performance:its good
Best Feature:good
Product Quality:cheap pero the best ang quality

Hopefully magtagal sakin. Til next transaction.",5,16357290024
"Performance:Very Good
Product Quality:Sobrang Quality po kahit mura lang

Thank you po na receive ko na po yung order ko ang ganda nag che-change sya ng colorsss,thank you rin po kay seller for updating me!",5,16357290024
"Product Quality:10000/10
Performance:100000/10
Best Feature:10000/10

GRABE GUYS HIGLY RECOMMENDED THIS MOUSE AFFORDABLE NA NGA GANDA PA NG QUALITY!!! WORTH THE PRICE DITO NA KAYO BUMILI THANKS SELLER",5,16357290024
"Performance:Ang gaan nya
Best Feature:good
Product Quality:8/10",5,16357290024
